Name,Country,Confederation,Position,Attack,Passing,P,Goals,Assists,WC_P,WC_Goals,WC_Assists
Malcolm Joseph,Dominica,CONCACAF,DEF,2,5,0,0,0,0,0,0
Erksim Williams,Dominica,CONCACAF,DEF,2,5,0,0,0,0,0,0
Sidney Lockhart,Dominica,CONCACAF,MID,4,4,0,0,0,0,0,0
Briel Thomas,Dominica,CONCACAF,MID,4,4,0,0,0,0,0,0
Travist Joseph,Dominica,CONCACAF,MID,6,10,0,0,0,0,0,0
Chad Betrand,Dominica,CONCACAF,MID,6,10,0,0,0,0,0,0
Julian Wade,Dominica,CONCACAF,ATK,15,8,0,0,0,0,0,0
Javid George,Dominica,CONCACAF,ATK,10,8,0,0,0,0,0,0
Albertini Holness,Cayman Islands,CONCACAF,GK,0,0,0,0,0,0,0,0
Karl Solomon,Cayman Islands,CONCACAF,DEF,1,2,0,0,0,0,0,0
Joshewa Frederick-Charlery,Cayman Islands,CONCACAF,DEF,1,2,0,0,0,0,0,0
Benjamin Cupid,Cayman Islands,CONCACAF,DEF,2,5,0,0,0,0,0,0
Ackeem Hyde,Cayman Islands,CONCACAF,DEF,2,5,0,0,0,0,0,0
Matthew Suberan,Cayman Islands,CONCACAF,MID,4,4,0,0,0,0,0,0
Jermaine Wilson,Cayman Islands,CONCACAF,MID,4,4,0,0,0,0,0,0
Michael Martin,Cayman Islands,CONCACAF,MID,6,10,0,0,0,0,0,0
Jonah Ebanks,Cayman Islands,CONCACAF,MID,6,10,0,0,0,0,0,0
Mark Ebanks,Cayman Islands,CONCACAF,ATK,15,8,0,0,0,0,0,0
Theron Woods,Cayman Islands,CONCACAF,ATK,10,8,0,0,0,0,0,0
Dwayne Whylly,Bahamas,CONCACAF,GK,0,0,0,0,0,0,0,0
Troy Pinder,Bahamas,CONCACAF,DEF,1,2,0,0,0,0,0,0
Ambry Moss,Bahamas,CONCACAF,DEF,1,2,0,0,0,0,0,0
Evelt Julmis,Bahamas,CONCACAF,DEF,2,5,0,0,0,0,0,0
Evens Julmis,Bahamas,CONCACAF,DEF,2,5,0,0,0,0,0,0
Isiah Collie,Bahamas,CONCACAF,MID,4,4,0,0,0,0,0,0
Jean Francois,Bahamas,CONCACAF,MID,4,4,0,0,0,0,0,0
Happy Hall,Bahamas,CONCACAF,MID,6,10,0,0,0,0,0,0
Cameron Hepple,Bahamas,CONCACAF,MID,6,10,0,0,0,0,0,0
Lesly St. Fluer,Bahamas,CONCACAF,ATK,10,8,0,0,0,0,0,0
Terry Delancy,Bahamas,CONCACAF,ATK,10,8,0,0,0,0,0,0
Eric Abdul,Aruba,CONCACAF,GK,0,0,0,0,0,0,0,0
Nickenson Paul,Aruba,CONCACAF,DEF,1,2,0,0,0,0,0,0
Marlon Pereira,Aruba,CONCACAF,DEF,1,2,0,0,0,0,0,0
Noah Harms,Aruba,CONCACAF,DEF,2,5,0,0,0,0,0,0
Mark Jacobs,Aruba,CONCACAF,DEF,2,5,0,0,0,0,0,0
Erik Santos de Gouveia,Aruba,CONCACAF,MID,4,4,0,0,0,0,0,0
Gregor Breinburg,Aruba,CONCACAF,MID,4,4,0,0,0,0,0,0
Annaur Kock,Aruba,CONCACAF,MID,6,10,0,0,0,0,0,0
Glenbert Croes,Aruba,CONCACAF,MID,6,10,0,0,0,0,0,0
Joshua John,Aruba,CONCACAF,ATK,10,8,0,0,0,0,0,0
Josh Gross,Aruba,CONCACAF,ATK,10,8,0,0,0,0,0,0
Pendieno Brooks,Turks and Caicos Islands,CONCACAF,GK,0,0,0,0,0,0,0,0
Wildens Delva,Turks and Caicos Islands,CONCACAF,DEF,1,2,0,0,0,0,0,0
Ledson Jerome,Turks and Caicos Islands,CONCACAF,DEF,1,2,0,0,0,0,0,0
Jepthe Francois,Turks and Caicos Islands,CONCACAF,DEF,2,5,0,0,0,0,0,0
Wildin Calixte,Turks and Caicos Islands,CONCACAF,DEF,2,5,0,0,0,0,0,0
Jeff Beljour,Turks and Caicos Islands,CONCACAF,MID,4,4,0,0,0,0,0,0
Jose Elcius,Turks and Caicos Islands,CONCACAF,MID,4,4,0,0,0,0,0,0
Marco Fenelus,Turks and Caicos Islands,CONCACAF,MID,6,10,0,0,0,0,0,0
Stevens Derilien,Turks and Caicos Islands,CONCACAF,MID,6,10,0,0,0,0,0,0
Lenford Singh,Turks and Caicos Islands,CONCACAF,ATK,10,8,0,0,0,0,0,0
Fred Dorvil,Turks and Caicos Islands,CONCACAF,ATK,10,8,0,0,0,0,0,0
Erik Mozzo,US Virgin Islands,CONCACAF,GK,0,0,0,0,0,0,0,0
Kassall Greene,US Virgin Islands,CONCACAF,DEF,1,2,0,0,0,0,0,0
Dusty Good,US Virgin Islands,CONCACAF,DEF,1,2,0,0,0,0,0,0
Raejae Joseph,US Virgin Islands,CONCACAF,DEF,2,5,0,0,0,0,0,0
Carlos Labrada,US Virgin Islands,CONCACAF,DEF,2,5,0,0,0,0,0,0
Tnoy Andrew,US Virgin Islands,CONCACAF,MID,4,4,0,0,0,0,0,0
MacDonald Taylor Jr,US Virgin Islands,CONCACAF,MID,4,4,0,0,0,0,0,0
Jett Blaschka,US Virgin Islands,CONCACAF,MID,6,10,0,0,0,0,0,0
Avier Christian,US Virgin Islands,CONCACAF,MID,6,10,0,0,0,0,0,0
J.C. Mack,US Virgin Islands,CONCACAF,ATK,10,8,0,0,0,0,0,0
Aaron Dennis,US Virgin Islands,CONCACAF,ATK,10,8,0,0,0,0,0,0
Phillip Jules,British Virgin Islands,CONCACAF,GK,0,0,0,0,0,0,0,0
Joshua Bertie,British Virgin Islands,CONCACAF,DEF,1,2,0,0,0,0,0,0
Liam Blok,British Virgin Islands,CONCACAF,DEF,1,2,0,0,0,0,0,0
Ikyjah Williams,British Virgin Islands,CONCACAF,DEF,2,5,0,0,0,0,0,0
Jerry Wiltshire,British Virgin Islands,CONCACAF,DEF,2,5,0,0,0,0,0,0
Carlos Septus,British Virgin Islands,CONCACAF,MID,4,4,0,0,0,0,0,0
Kristian Javier,British Virgin Islands,CONCACAF,MID,4,4,0,0,0,0,0,0
Jamie Wilson,British Virgin Islands,CONCACAF,MID,6,10,0,0,0,0,0,0
T'Sharne Gallimore,British Virgin Islands,CONCACAF,MID,6,10,0,0,0,0,0,0
Tyler Forbes,British Virgin Islands,CONCACAF,ATK,10,8,0,0,0,0,0,0
Kevin Fisher,British Virgin Islands,CONCACAF,ATK,10,8,0,0,0,0,0,0
Ryan Liddie,Anguilla,CONCACAF,GK,0,0,0,0,0,0,0,0
Germain Hughes,Anguilla,CONCACAF,DEF,1,2,0,0,0,0,0,0
Leo Richardson,Anguilla,CONCACAF,DEF,1,2,0,0,0,0,0,0
Luke Paris,Anguilla,CONCACAF,DEF,2,5,0,0,0,0,0,0
Kion Lee,Anguilla,CONCACAF,DEF,2,5,0,0,0,0,0,0
Carlique Gumbs,Anguilla,CONCACAF,MID,4,4,0,0,0,0,0,0
Jermal Richardson,Anguilla,CONCACAF,MID,4,4,0,0,0,0,0,0
Calvin Morgan,Anguilla,CONCACAF,MID,6,10,0,0,0,0,0,0
Ruvin Richardson,Anguilla,CONCACAF,MID,6,10,0,0,0,0,0,0
Glenville Rogers,Anguilla,CONCACAF,ATK,10,8,0,0,0,0,0,0
Kyle Lake-Bryan,Anguilla,CONCACAF,ATK,10,8,0,0,0,0,0,0
Ederson,Brazil,CONMEBOL,GK,1,0,0,0,0,0,0,0
Danilo,Brazil,CONMEBOL,DEF,5,2,0,0,0,0,0,0
Marquinhos,Brazil,CONMEBOL,DEF,6,2,0,0,0,0,0,0
Thiago Silva,Brazil,CONMEBOL,DEF,6,5,0,0,0,0,0,0
Alex Telles,Brazil,CONMEBOL,DEF,5,5,0,0,0,0,0,0
Fabinho,Brazil,CONMEBOL,MID,4,4,0,0,0,0,0,0
Phillipe Coutinho,Brazil,CONMEBOL,MID,13,12,0,0,0,0,0,0
Arthur,Brazil,CONMEBOL,MID,7,10,0,0,0,0,0,0
Gabriel Jesus,Brazil,CONMEBOL,ATK,15,10,0,0,0,0,0,0
Neymar,Brazil,CONMEBOL,ATK,20,15,0,0,0,0,0,0
Vinicuis Junior,Brazil,CONMEBOL,ATK,10,8,0,0,0,0,0,0
Augustin Marchesin,Argentina,CONMEBOL,GK,0,0,0,0,0,0,0,0
Nicolas Tagliafico,Argentina,CONMEBOL,DEF,2,2,0,0,0,0,0,0
Gonzalo Montiel,Argentina,CONMEBOL,DEF,2,2,0,0,0,0,0,0
Lisando Martinez,Argentina,CONMEBOL,DEF,3,5,0,0,0,0,0,0
Leandro Paredes,Argentina,CONMEBOL,MID,5,5,0,0,0,0,0,0
Nicolas Otamendi,Argentina,CONMEBOL,DEF,3,4,0,0,0,0,0,0
Angel Di Maria,Argentina,CONMEBOL,ATK,10,15,0,0,0,0,0,0
Exequiel Palacios,Argentina,CONMEBOL,MID,5,10,0,0,0,0,0,0
Lautaro Martinez,Argentina,CONMEBOL,ATK,10,10,0,0,0,0,0,0
Lionel Messi,Argentina,CONMEBOL,ATK,20,20,0,0,0,0,0,0
Sergio Aguero,Argentina,CONMEBOL,ATK,15,8,0,0,0,0,0,0
Fernando Muslera,Uruguay,CONMEBOL,GK,0,0,0,0,0,0,0,0
Jose Gimenez,Uruguay,CONMEBOL,DEF,3,2,0,0,0,0,0,0
Diego Godin,Uruguay,CONMEBOL,DEF,3,2,0,0,0,0,0,0
Matias Vina,Uruguay,CONMEBOL,DEF,2,5,0,0,0,0,0,0
Damian Suarez,Uruguay,CONMEBOL,DEF,2,5,0,0,0,0,0,0
Rodrigo Bentacur,Uruguay,CONMEBOL,MID,3,4,0,0,0,0,0,0
Lucas Torreira,Uruguay,CONMEBOL,MID,5,4,0,0,0,0,0,0
Federico Valverde,Uruguay,CONMEBOL,MID,6,10,0,0,0,0,0,0
Maxi Gomez,Uruguay,CONMEBOL,ATK,8,10,0,0,0,0,0,0
Luis Suarez,Uruguay,CONMEBOL,ATK,20,8,0,0,0,0,0,0
Edinson Cavani,Uruguay,CONMEBOL,ATK,15,8,0,0,0,0,0,0
David Ospina,Colombia,CONMEBOL,GK,0,0,0,0,0,0,0,0
Jeison Murillo,Colombia,CONMEBOL,DEF,2,2,0,0,0,0,0,0
Yerry Mina,Colombia,CONMEBOL,DEF,3,2,0,0,0,0,0,0
Frank Fabra,Colombia,CONMEBOL,DEF,3,5,0,0,0,0,0,0
Santiago Arias,Colombia,CONMEBOL,DEF,2,5,0,0,0,0,0,0
Wilmar Barrios,Colombia,CONMEBOL,MID,5,4,0,0,0,0,0,0
James Rodriguez,Colombia,CONMEBOL,MID,10,4,0,0,0,0,0,0
Mateus Uribe,Colombia,CONMEBOL,MID,5,10,0,0,0,0,0,0
Juan Quintero,Colombia,CONMEBOL,MID,8,10,0,0,0,0,0,0
Juan Cuadrado,Colombia,CONMEBOL,MID,8,8,0,0,0,0,0,0
Luis Muriel,Colombia,CONMEBOL,ATK,10,8,0,0,0,0,0,0
Claudio Bravo,Chile,CONMEBOL,GK,0,0,0,0,0,0,0,0
Nicolas Diaz,Chile,CONMEBOL,DEF,1,2,0,0,0,0,0,0
Guillermo Maripan,Chile,CONMEBOL,DEF,1,2,0,0,0,0,0,0
Mauricio Isla,Chile,CONMEBOL,DEF,2,5,0,0,0,0,0,0
Paulo Diaz,Chile,CONMEBOL,DEF,2,5,0,0,0,0,0,0
Charles Aranguiz,Chile,CONMEBOL,MID,6,4,0,0,0,0,0,0
Alexis Sanchez,Chile,CONMEBOL,ATK,10,4,0,0,0,0,0,0
Arturo Vidal,Chile,CONMEBOL,MID,6,10,0,0,0,0,0,0
Jean Meneses,Chile,CONMEBOL,ATK,8,10,0,0,0,0,0,0
Cesar Pinares,Chile,CONMEBOL,MID,6,8,0,0,0,0,0,0
Felipe Mora,Chile,CONMEBOL,ATK,8,8,0,0,0,0,0,0
Pedro Gallese,Peru,CONMEBOL,GK,0,0,0,0,0,0,0,0
Luis Abram,Peru,CONMEBOL,DEF,2,2,0,0,0,0,0,0
Aldo Corzo,Peru,CONMEBOL,DEF,2,2,0,0,0,0,0,0
Anderson Santamaria,Peru,CONMEBOL,DEF,3,5,0,0,0,0,0,0
Miguel Araujo,Peru,CONMEBOL,DEF,2,5,0,0,0,0,0,0
Miguel Trauco,Peru,CONMEBOL,DEF,3,4,0,0,0,0,0,0
Andy Polo,Peru,CONMEBOL,ATK,8,4,0,0,0,0,0,0
Yoshimar Yotun,Peru,CONMEBOL,MID,6,10,0,0,0,0,0,0
Edison Flores,Peru,CONMEBOL,ATK,10,10,0,0,0,0,0,0
Christian Cueva,Peru,CONMEBOL,MID,7,8,0,0,0,0,0,0
Raul Ruidiaz,Peru,CONMEBOL,ATK,8,8,0,0,0,0,0,0
Wuilker Farinez,Venezuela,CONMEBOL,GK,0,0,0,0,0,0,0,0
Wilker Angel,Venezuela,CONMEBOL,DEF,2,2,0,0,0,0,0,0
Yordon Osorio,Venezuela,CONMEBOL,DEF,3,2,0,0,0,0,0,0
Jhon Chancellor,Venezuela,CONMEBOL,DEF,4,5,0,0,0,0,0,0
Junior Moreno,Venezuela,CONMEBOL,MID,5,5,0,0,0,0,0,0
Bernaldo Manzano,Venezuela,CONMEBOL,MID,6,4,0,0,0,0,0,0
Darwin Machis,Venezuela,CONMEBOL,ATK,11,4,0,0,0,0,0,0
Tomas Rincon,Venezuela,CONMEBOL,MID,8,10,0,0,0,0,0,0
Fernando Aristeguieta,Venezuela,CONMEBOL,ATK,9,10,0,0,0,0,0,0
Yeferson Soteldo,Venezuela,CONMEBOL,MID,10,8,0,0,0,0,0,0
Juan Pablo Anor,Venezuela,CONMEBOL,MID,7,8,0,0,0,0,0,0
Antony Silva,Paraguay,CONMEBOL,GK,0,0,0,0,0,0,0,0
Robert Rojas,Paraguay,CONMEBOL,DEF,2,2,0,0,0,0,0,0
Omer Alderete,Paraguay,CONMEBOL,DEF,3,2,0,0,0,0,0,0
Fabian Balbuena,Paraguay,CONMEBOL,DEF,4,5,0,0,0,0,0,0
Gaston Gimenez,Paraguay,CONMEBOL,MID,5,5,0,0,0,0,0,0
Junior Alonso,Paraguay,CONMEBOL,DEF,6,4,0,0,0,0,0,0
Raul Bobadilla,Paraguay,CONMEBOL,ATK,9,4,0,0,0,0,0,0
Richard Sanchez,Paraguay,CONMEBOL,MID,7,10,0,0,0,0,0,0
Antonio Sanabria,Paraguay,CONMEBOL,ATK,10,10,0,0,0,0,0,0
Miguel Almiron,Paraguay,CONMEBOL,MID,8,8,0,0,0,0,0,0
Angel Romero,Paraguay,CONMEBOL,ATK,11,8,0,0,0,0,0,0
Alexander Dominguez,Ecuador,CONMEBOL,GK,0,0,0,0,0,0,0,0
Mario Pineida,Ecuador,CONMEBOL,DEF,2,2,0,0,0,0,0,0
Xavier Arreaga,Ecuador,CONMEBOL,DEF,3,2,0,0,0,0,0,0
Beder Caicedo,Ecuador,CONMEBOL,DEF,4,5,0,0,0,0,0,0
Robert Arboleda,Ecuador,CONMEBOL,DEF,5,5,0,0,0,0,0,0
Renato Ibarra,Ecuador,CONMEBOL,MID,6,4,0,0,0,0,0,0
Carlos Gruezo,Ecuador,CONMEBOL,MID,7,4,0,0,0,0,0,0
Jhegson Mendez,Ecuador,CONMEBOL,MID,8,10,0,0,0,0,0,0
Gonzalo Plata,Ecuador,CONMEBOL,MID,9,10,0,0,0,0,0,0
Angel Mena,Ecuador,CONMEBOL,MID,10,8,0,0,0,0,0,0
Michael Estrada,Ecuador,CONMEBOL,ATK,11,8,0,0,0,0,0,0
Carlos Lampe,Bolivia,CONMEBOL,GK,0,0,0,0,0,0,0,0
Ronny Montero,Bolivia,CONMEBOL,DEF,2,2,0,0,0,0,0,0
Diego Bejarano,Bolivia,CONMEBOL,DEF,3,2,0,0,0,0,0,0
Jose Sagredo,Bolivia,CONMEBOL,DEF,4,5,0,0,0,0,0,0
Adrian Jusino,Bolivia,CONMEBOL,DEF,5,5,0,0,0,0,0,0
Diego Wayar,Bolivia,CONMEBOL,MID,6,4,0,0,0,0,0,0
Juan Carlos Arce,Bolivia,CONMEBOL,ATK,10,4,0,0,0,0,0,0
Alejandro Chumacero,Bolivia,CONMEBOL,MID,7,10,0,0,0,0,0,0
Marcelo Moreno,Bolivia,CONMEBOL,ATK,11,10,0,0,0,0,0,0
Moises Villarreol,Bolivia,CONMEBOL,MID,8,8,0,0,0,0,0,0
Victor Abrego,Bolivia,CONMEBOL,ATK,9,8,0,0,0,0,0,0
Stefan Marinovic,New Zealand,OFC,GK,0,0,0,0,0,0,0,0
Michael Boxall,New Zealand,OFC,DEF,1,2,0,0,0,0,0,0
Bill Tuiloma,New Zealand,OFC,DEF,1,2,0,0,0,0,0,0
Winston Reid,New Zealand,OFC,DEF,2,5,0,0,0,0,0,0
Tommy Smith,New Zealand,OFC,DEF,2,5,0,0,0,0,0,0
Alex Ruffer,New Zealand,OFC,MID,4,4,0,0,0,0,0,0
Ryan Thomas,New Zealand,OFC,MID,6,4,0,0,0,0,0,0
Marco Rojas,New Zealand,OFC,MID,6,10,0,0,0,0,0,0
Michael McGlinchey,New Zealand,OFC,MID,6,10,0,0,0,0,0,0
Andre De Jong,New Zealand,OFC,ATK,10,8,0,0,0,0,0,0
Chris Wood,New Zealand,OFC,ATK,20,8,0,0,0,0,0,0
Desmond Tutu,Solomon Islands,OFC,GK,0,0,0,0,0,0,0,0
Hadisi Aengari,Solomon Islands,OFC,DEF,1,2,0,0,0,0,0,0
Boni Pride,Solomon Islands,OFC,DEF,1,2,0,0,0,0,0,0
Richard Hiromana,Solomon Islands,OFC,DEF,2,5,0,0,0,0,0,0
Emmanuel Poila,Solomon Islands,OFC,DEF,2,5,0,0,0,0,0,0
Jerry Donga,Solomon Islands,OFC,MID,4,4,0,0,0,0,0,0
Atkin Kaua,Solomon Islands,OFC,MID,4,4,0,0,0,0,0,0
Micah Lea'alafa,Solomon Islands,OFC,MID,6,10,0,0,0,0,0,0
Gagame Feni,Solomon Islands,OFC,MID,6,10,0,0,0,0,0,0
Raphael Leai'i,Solomon Islands,OFC,ATK,25,8,0,0,0,0,0,0
Adrian Mara,Solomon Islands,OFC,ATK,10,8,0,0,0,0,0,0
Rocky Nyikeine,New Caledonia,OFC,GK,0,0,0,0,0,0,0,0
Joseph Tchako,New Caledonia,OFC,DEF,1,2,0,0,0,0,0,0
Emile Bearune,New Caledonia,OFC,DEF,1,2,0,0,0,0,0,0
Jacques Wamytan,New Caledonia,OFC,DEF,2,5,0,0,0,0,0,0
Jorys Mene,New Caledonia,OFC,DEF,2,5,0,0,0,0,0,0
Cedric Sansot,New Caledonia,OFC,MID,4,4,0,0,0,0,0,0
Didier Simane,New Caledonia,OFC,MID,4,4,0,0,0,0,0,0
Geordy Gony,New Caledonia,OFC,MID,6,10,0,0,0,0,0,0
Cesar Zeoula,New Caledonia,OFC,MID,6,10,0,0,0,0,0,0
Betrand Kai,New Caledonia,OFC,ATK,10,8,0,0,0,0,0,0
Jean-Philippe Saiko,New Caledonia,OFC,ATK,10,8,0,0,0,0,0,0
Teave Teamotuaitau,Tahiti,OFC,GK,0,0,0,0,0,0,0,0
Marama Amau,Tahiti,OFC,DEF,1,2,0,0,0,0,0,0
Matatia Paama,Tahiti,OFC,DEF,1,2,0,0,0,0,0,0
Jean-Claude Paraue,Tahiti,OFC,DEF,2,5,0,0,0,0,0,0
Farearii Tuteina,Tahiti,OFC,DEF,2,5,0,0,0,0,0,0
Kevin Barbe,Tahiti,OFC,MID,4,4,0,0,0,0,0,0
Rooarii Roo,Tahiti,OFC,MID,4,4,0,0,0,0,0,0
Stanley Atani,Tahiti,OFC,MID,6,10,0,0,0,0,0,0
Tamatoa Tetauira,Tahiti,OFC,MID,6,10,0,0,0,0,0,0
Manarii Porlier,Tahiti,OFC,ATK,10,8,0,0,0,0,0,0
Teanoui Tehau,Tahiti,OFC,ATK,10,8,0,0,0,0,0,0
Simione Tamanisau,Fiji,OFC,GK,0,0,0,0,0,0,0,0
Kavaia Rawaqa,Fiji,OFC,DEF,1,2,0,0,0,0,0,0
Laisenia Naioko,Fiji,OFC,DEF,1,2,0,0,0,0,0,0
Kishan Sami,Fiji,OFC,DEF,2,5,0,0,0,0,0,0
Remueru Tekiate,Fiji,OFC,DEF,2,5,0,0,0,0,0,0
Patrick Joseph,Fiji,OFC,MID,4,4,0,0,0,0,0,0
Ame Votoniu,Fiji,OFC,MID,4,4,0,0,0,0,0,0
Dave Radrigai,Fiji,OFC,MID,6,10,0,0,0,0,0,0
Christopher Wasasala,Fiji,OFC,MID,6,10,0,0,0,0,0,0
Roy Krishna,Fiji,OFC,ATK,20,8,0,0,0,0,0,0
Tito Vodowaqa,Fiji,OFC,ATK,10,8,0,0,0,0,0,0
Chikau Mansala,Vanuatu,OFC,GK,0,0,0,0,0,0,0,0
Jason Thomas,Vanuatu,OFC,DEF,1,2,0,0,0,0,0,0
Joseph Iaruel,Vanuatu,OFC,DEF,1,2,0,0,0,0,0,0
Selwyn Vatu,Vanuatu,OFC,DEF,2,5,0,0,0,0,0,0
Brian Kaltack,Vanuatu,OFC,DEF,2,5,0,0,0,0,0,0
John Alick,Vanuatu,OFC,MID,4,4,0,0,0,0,0,0
Bong Kalo,Vanuatu,OFC,MID,4,4,0,0,0,0,0,0
Mitch Cooper,Vanuatu,OFC,MID,6,10,0,0,0,0,0,0
Elkington Molivakrua,Vanuatu,OFC,MID,6,10,0,0,0,0,0,0
Tony Kaltack,Vanuatu,OFC,ATK,15,8,0,0,0,0,0,0
Kensi Tangis,Vanuatu,OFC,ATK,10,8,0,0,0,0,0,0
Ronald Warisan,Papua New Guinea,OFC,GK,0,0,0,0,0,0,0,0
Felix Komolong,Papua New Guinea,OFC,DEF,1,2,0,0,0,0,0,0
Alwin Komolong,Papua New Guinea,OFC,DEF,1,2,0,0,0,0,0,0
Koriak Upaiga,Papua New Guinea,OFC,DEF,2,5,0,0,0,0,0,0
Daniel Joe,Papua New Guinea,OFC,DEF,2,5,0,0,0,0,0,0
Jacob Sabua,Papua New Guinea,OFC,MID,4,4,0,0,0,0,0,0
Patrick Aisa,Papua New Guinea,OFC,MID,4,4,0,0,0,0,0,0
Emmanuel Simon,Papua New Guinea,OFC,MID,6,10,0,0,0,0,0,0
Michael Foster,Papua New Guinea,OFC,MID,6,10,0,0,0,0,0,0
Raymond Gunemba,Papua New Guinea,OFC,ATK,10,8,0,0,0,0,0,0
Nigel Dabinyaba,Papua New Guinea,OFC,ATK,10,8,0,0,0,0,0,0
Nicky Salapu,American Samoa,OFC,GK,0,0,0,0,0,0,0,0
Jayiah Saelua,American Samoa,OFC,DEF,1,2,0,0,0,0,0,0
Uasila'a Heleta,American Samoa,OFC,DEF,1,2,0,0,0,0,0,0
Ryan Samueli,American Samoa,OFC,DEF,2,5,0,0,0,0,0,0
Ueli Tualaulelei,American Samoa,OFC,DEF,2,5,0,0,0,0,0,0
Kuresa Taga'i,American Samoa,OFC,MID,4,4,0,0,0,0,0,0
Austin Kaleopa,American Samoa,OFC,MID,4,4,0,0,0,0,0,0
Milo Tatia,American Samoa,OFC,MID,6,10,0,0,0,0,0,0
Chris Faamoana,American Samoa,OFC,MID,6,10,0,0,0,0,0,0
Walter Pati,American Samoa,OFC,ATK,10,8,0,0,0,0,0,0
MJ Faoa-Danielson,American Samoa,OFC,ATK,10,8,0,0,0,0,0,0
Faalavelave Matagi,Samoa,OFC,GK,0,0,0,0,0,0,0,0
Andrew Setefano,Samoa,OFC,DEF,1,2,0,0,0,0,0,0
Lawrie Letutusa,Samoa,OFC,DEF,1,2,0,0,0,0,0,0
Faitalia Hamilton-Pama,Samoa,OFC,DEF,2,5,0,0,0,0,0,0
Sean Atherton,Samoa,OFC,DEF,2,5,0,0,0,0,0,0
Mike Saofaiga,Samoa,OFC,MID,4,4,0,0,0,0,0,0
Keone Kapisi,Samoa,OFC,MID,4,4,0,0,0,0,0,0
Willie Sauiluma,Samoa,OFC,MID,6,10,0,0,0,0,0,0
George Konusi,Samoa,OFC,MID,6,10,0,0,0,0,0,0
Andrew Mobberley,Samoa,OFC,ATK,10,8,0,0,0,0,0,0
Vito Laloata,Samoa,OFC,ATK,10,8,0,0,0,0,0,0
Mahe Malafu,Tonga,OFC,GK,0,0,0,0,0,0,0,0
Siuloa Fahina,Tonga,OFC,DEF,1,2,0,0,0,0,0,0
Semisi Otukolo,Tonga,OFC,DEF,1,2,0,0,0,0,0,0
Timote Fakasi'I'eiki,Tonga,OFC,DEF,2,5,0,0,0,0,0,0
Sione Uhatahi,Tonga,OFC,DEF,2,5,0,0,0,0,0,0
Kamaliele Papani,Tonga,OFC,MID,4,4,0,0,0,0,0,0
Vai Lutu,Tonga,OFC,MID,4,4,0,0,0,0,0,0
Petueli Tokotaha,Tonga,OFC,MID,6,10,0,0,0,0,0,0
Tuia Falepapalangi,Tonga,OFC,MID,6,10,0,0,0,0,0,0
Hemaloto Polovili,Tonga,OFC,ATK,10,8,0,0,0,0,0,0
Lafaele Moala,Tonga,OFC,ATK,10,8,0,0,0,0,0,0
Tahiri Elikana,Cook Islands,OFC,GK,0,0,0,0,0,0,0,0
Tyrell Baringer-Tahiri,Cook Islands,OFC,DEF,1,2,0,0,0,0,0,0
Nathan Tisam,Cook Islands,OFC,DEF,1,2,0,0,0,0,0,0
Paavo Mustonen,Cook Islands,OFC,DEF,2,5,0,0,0,0,0,0
Joseph Mitimariki,Cook Islands,OFC,DEF,2,5,0,0,0,0,0,0
Gichin Fuhiniu,Cook Islands,OFC,MID,4,4,0,0,0,0,0,0
Grover Harmon,Cook Islands,OFC,MID,4,4,0,0,0,0,0,0
Taylor Saghbai,Cook Islands,OFC,MID,6,10,0,0,0,0,0,0
Jake Stuart,Cook Islands,OFC,MID,6,10,0,0,0,0,0,0
Campbell Best,Cook Islands,OFC,ATK,10,8,0,0,0,0,0,0
Harlem Simiona,Cook Islands,OFC,ATK,10,8,0,0,0,0,0,0
Thibaut Courtois,Belgium,UEFA,GK,0,0,0,0,0,0,0,0
Jason Denayer,Belgium,UEFA,DEF,2,2,0,0,0,0,0,0
Toby Alderweireld,Belgium,UEFA,DEF,2,2,0,0,0,0,0,0
Jan Vertonghen,Belgium,UEFA,DEF,2,5,0,0,0,0,0,0
Thomas Meunier,Belgium,UEFA,DEF,4,5,0,0,0,0,0,0
Timothy Castagne,Belgium,UEFA,DEF,4,7,0,0,0,0,0,0
Axel Witsel,Belgium,UEFA,MID,4,4,0,0,0,0,0,0
Kevin De Bruyne,Belgium,UEFA,MID,10,20,0,0,0,0,0,0
Eden Hazard,Belgium,UEFA,ATK,12,15,0,0,0,0,0,0
Dries Mertens,Belgium,UEFA,ATK,10,12,0,0,0,0,0,0
Romelu Lukaku,Belgium,UEFA,ATK,12,6,0,0,0,0,0,0
Hugo Lloris,France,UEFA,GK,0,0,0,0,0,0,0,0
Lucas Digne,France,UEFA,DEF,2,8,0,0,0,0,0,0
Raphael Varane,France,UEFA,DEF,1,2,0,0,0,0,0,0
Lucas Hernandez,France,UEFA,DEF,2,5,0,0,0,0,0,0
Benjamin Pavard,France,UEFA,DEF,4,5,0,0,0,0,0,0
Ngolo Kante,France,UEFA,MID,3,4,0,0,0,0,0,0
Corentin Tolisso,France,UEFA,MID,4,4,0,0,0,0,0,0
Paul Pogba,France,UEFA,MID,6,10,0,0,0,0,0,0
Kingsley Coman,France,UEFA,ATK,8,10,0,0,0,0,0,0
Antoine Griezmann,France,UEFA,ATK,10,12,0,0,0,0,0,0
Kylian Mbappe,France,UEFA,ATK,15,8,0,0,0,0,0,0
Nick Pope,England,UEFA,GK,0,0,0,0,0,0,0,0
Ben Chilwell,England,UEFA,DEF,4,7,0,0,0,0,0,0
Eric Dier,England,UEFA,DEF,1,2,0,0,0,0,0,0
